Column,article,Non_self_referencial_link,volume,pre_link_text,link_text,clean_link_text_not_article,trustedRepo,DOI_for_article,linkDOI,TheStatusList,StatusOverview,citationCount,Date,dateYear 
0,S0022285203002571.xml,True,223,Background data tableÃƒÂ¢Ã‹Å“Ã¢â‚¬Â Supplementary data associated with this article can be found at doi:10.1016S0022-2852(03)00257-1 and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2003.08.009,https://dx.doi.org/10.1016/j.jms.2003.08.009,200,ACTIVE,6,2004-01-00,2004
1,S0022285203002728.xml,True,223,"m. Phys. Lett3252000523530[19]Z. Kisiel, PROSPEÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬ï¿½Program for ROtational SPEctroscopy. Available from <http",http://info.ifpan.edu.pl/,http://info.ifpan.edu.pl,false,10.1016/j.jms.2003.09.004,https://dx.doi.org/10.1016/j.jms.2003.09.004,200,ACTIVE,2,2004-02-00,2004
2,S002228520300287X.xml,True,223,d on information obtained from the fit.Experimental study of the line mixing coefficient for 118.75GHz oxygen lineM.YuTretyakovaÃƒÂ¢Ã‹â€ Ã¢â‚¬â€�trt@appl.sci-nnov.ruhttp,http://www.appl.sci-nnov.ru/mwl,http://www.appl.sci-nnov.ru/mwl,false,10.1016/j.jms.2003.09.008,https://dx.doi.org/10.1016/j.jms.2003.09.008,200,ACTIVE,21,2004-01-00,2004
3,S002228520300287X.xml,True,223,"J. Quant. Spectrosc. Radiat. Transfer601998559571[2]ODIN satellite, http",http://www.ssc.se/ssd/ssat/odin.html,http://www.ssc.se/ssd/ssat/odin.html,false,10.1016/j.jms.2003.09.008,https://dx.doi.org/10.1016/j.jms.2003.09.008,200,ACTIVE,21,2004-01-00,2004
4,S002228520300287X.xml,True,223,J. Mol. Spectrosc.2182003239245[14]Testo GmbH & Co. http,http://www.testo.de,http://www.testo.de,false,10.1016/j.jms.2003.09.008,https://dx.doi.org/10.1016/j.jms.2003.09.008,502,BROKEN,21,2004-01-00,2004
5,S0022285203002893.xml,True,223,f the fundamental physical constants: 1998Rev. Mod. Phys.722000351495http,http://physics.nist.gov/lab.html,http://physics.nist.gov/lab.html,false,10.1016/j.jms.2003.09.006,https://dx.doi.org/10.1016/j.jms.2003.09.006,404,BROKEN,10,2004-01-00,2004
6,S0022285203003412.xml,True,224,0) vibrational states. This spectrum was recorded by Toth [18] with a Fourier-transform spectrometer located in the McMath solar facility at the Kitt Peak National Observatory. The spectrum was obtained from Digital Library of NSO (http,http:///www.nso.edu).,http://www.nso.edu,false,10.1016/j.jms.2003.12.005,https://dx.doi.org/10.1016/j.jms.2003.12.005,200,ACTIVE,22,2004-03-00,2004
7,S0022285204000165.xml,True,224,tly decreased the observed signal and made spectral assignment quite difficult. These assignments and other predicted rotational frequencies are accessible through the submillimeter and microwave spectral line catalog [17] available at http,http://spec.jpl.nasa.gov.,http://spec.jpl.nasa.gov,false,10.1016/j.jms.2004.01.002,https://dx.doi.org/10.1016/j.jms.2004.01.002,200,ACTIVE,4,2004-04-00,2004
8,S0022285204000207.xml,True,224,See EPAPS Document No. E-JCPSA6-119-005338 for supplemental tables and the appendix. A direct link to this document may be found in the online articleÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s HTML reference section. The document may also be reached via the EPAPS homepage (http,http://www.aip.org/pubservs/epaps.html),http://www.aip.org/pubservs/epaps.html,false,10.1016/j.jms.2004.01.005,https://dx.doi.org/10.1016/j.jms.2004.01.005,200,ACTIVE,0,2004-04-00,2004
9,S002228520400027X.xml,True,224,"J. Phys. Chem.115200130573067(cSee also the current url for downloading JB95, http",http://physics.nist.gov/Divisions/Div844/facilities/uvs/jb95userguide.htm,http://physics.nist.gov/Divisions/Div844/facilities/uvs/jb95userguide.htm,false,10.1016/j.jms.2004.01.012,https://dx.doi.org/10.1016/j.jms.2004.01.012,404,BROKEN,6,2004-04-00,2004
10,S0022285204000220.xml,True,225,"ge. The spectrum on the left hand side, the result of only 2s integration, has a SN ratio of ÃƒÂ¢Ã‹â€ Ã‚Â¼300.The measured transition frequencies are given as supplementary material in electronic form at ScienceDirect (http",http://www.sciencedirect.com).,http://www.sciencedirect.com,false,10.1016/j.jms.2004.01.007,https://dx.doi.org/10.1016/j.jms.2004.01.007,503,BROKEN,7,2004-05-00,2004
11,S0022285204000220.xml,True,225," models (e.g. [12]).Frequency predictions for both isomers based on the molecular parameters obtained in the present investigation can be found online in the Cologne Database for Molecular Spectroscopy [13], CDMS, at http",http://www.cdms.de.,http://www.cdms.de,false,10.1016/j.jms.2004.01.007,https://dx.doi.org/10.1016/j.jms.2004.01.007,200,ACTIVE,7,2004-05-00,2004
12,S0022285204000487.xml,True,225,"371377[31]For information on this and other extremely useful spectroscopic programs see: Z. KisielÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s web site PROSPEÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬ï¿½Programs for ROtational SPEctroscopy, at http",http://info.ifpan.edu.pl/,http://info.ifpan.edu.pl,false,10.1016/j.jms.2004.02.012,https://dx.doi.org/10.1016/j.jms.2004.02.012,200,ACTIVE,4,2004-05-00,2004
13,S0022285204000487.xml,True,225,"40196434473448[46]Many tables exist of nuclear magnetic moments in units of the nuclear magneton, for example, http",http://physics.nist.gov/PhysRefData/Handbook/Tables/phosphorustable1.htm.,http://physics.nist.gov/PhysRefData/Handbook/Tables/phosphorustable1.htm,false,10.1016/j.jms.2004.02.012,https://dx.doi.org/10.1016/j.jms.2004.02.012,200,ACTIVE,4,2004-05-00,2004
14,S0022285204000682.xml,True,225,PickettJ. Mol. Spectrosc.1481991371377Available from http,http://spec.jpl.nasa.gov/,http://spec.jpl.nasa.gov,false,10.1016/j.jms.2004.02.018,https://dx.doi.org/10.1016/j.jms.2004.02.018,200,ACTIVE,6,2004-06-00,2004
15,S002228520400089X.xml,True,226,Background data textÃƒÂ¢Ã‹Å“Ã¢â‚¬Â Supplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2004.03.008,https://dx.doi.org/10.1016/j.jms.2004.03.008,200,ACTIVE,5,2004-07-00,2004
16,S0022285204000906.xml,True,226,Background data tableÃƒÂ¢Ã‹Å“Ã¢â‚¬Â Supplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2004.03.003,https://dx.doi.org/10.1016/j.jms.2004.03.003,200,ACTIVE,6,2004-07-00,2004
17,S0022285204000918.xml,True,226,Background data textÃƒÂ¢Ã‹Å“Ã¢â‚¬Â Supplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2004.03.004,https://dx.doi.org/10.1016/j.jms.2004.03.004,200,ACTIVE,9,2004-07-00,2004
18,S0022285204000955.xml,True,226,Background data tableÃƒÂ¢Ã‹Å“Ã¢â‚¬Â Supplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2004.03.009,https://dx.doi.org/10.1016/j.jms.2004.03.009,200,ACTIVE,42,2004-08-00,2004
19,S0022285204000979.xml,True,226,Background data tableÃƒÂ¢Ã‹Å“Ã¢â‚¬Â Supplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2004.03.011,https://dx.doi.org/10.1016/j.jms.2004.03.011,200,ACTIVE,8,2004-07-00,2004
20,S0022285204000979.xml,True,226,"J. Phys. B33200027532762[18]NIST, Atomic Spectra Database. Available from <http",http://physics.nist.gov/cgi-in/AtData/display.ksh>,http://physics.nist.gov/cgi-in/AtData/display.ksh,false,10.1016/j.jms.2004.03.011,https://dx.doi.org/10.1016/j.jms.2004.03.011,404,BROKEN,8,2004-07-00,2004
21,S0022285204001006.xml,True,226, of H370GeD.ÃƒÂ¢Ã‹Å“Ã¢â‚¬Â Supplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2004.03.010,https://dx.doi.org/10.1016/j.jms.2004.03.010,200,ACTIVE,1,2004-08-00,2004
22,S0022285204001158.xml,True,226,Background data tableÃƒÂ¢Ã‹Å“Ã¢â‚¬Â Supplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2004.03.015,https://dx.doi.org/10.1016/j.jms.2004.03.015,200,ACTIVE,1,2004-07-00,2004
23,S0022285204001171.xml,True,226,Background data tableÃƒÂ¢Ã‹Å“Ã¢â‚¬Â Supplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2004.03.021,https://dx.doi.org/10.1016/j.jms.2004.03.021,200,ACTIVE,12,2004-08-00,2004
24,S0022285204001328.xml,True,226,"ys. Chem.88198446884692[6]The GAP Group, GAPÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬ï¿½Groups, Algorithms, and Programming, Version 4.4; 2004 (http",http://www.gap-system.org),http://www.gap-system.org,false,10.1016/j.jms.2004.04.003,https://dx.doi.org/10.1016/j.jms.2004.04.003,200,ACTIVE,8,2004-08-00,2004
25,S0022285204001596.xml,True,227,Background data textÃƒÂ¢Ã‹Å“Ã¢â‚¬Â Supplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2004.05.007,https://dx.doi.org/10.1016/j.jms.2004.05.007,200,ACTIVE,3,2004-09-00,2004
26,S0022285204001766.xml,True,227,Background data tablesÃƒÂ¢Ã‹Å“Ã¢â‚¬Â Supplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2004.05.010,https://dx.doi.org/10.1016/j.jms.2004.05.010,200,ACTIVE,8,2004-09-00,2004
27,S0022285204001766.xml,True,227,"1977ElsevierNew YorkAmsterdam189[18]A.A. Granovsky, PC-GAMESS program, Available from <http",http://classic.chem.msu.su/gran/gamess/index.html>,http://classic.chem.msu.su/gran/gamess/index.html,false,10.1016/j.jms.2004.05.010,https://dx.doi.org/10.1016/j.jms.2004.05.010,200,ACTIVE,8,2004-09-00,2004
28,S0022285204001766.xml,True,227,"mput. Chem.14199313471363[20]Z. Kisiel, PROSPEÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬ï¿½Programs for ROtational SPEctroscopy, Available from <http",http://info.ifpan.edu.pl/,http://info.ifpan.edu.pl,false,10.1016/j.jms.2004.05.010,https://dx.doi.org/10.1016/j.jms.2004.05.010,200,ACTIVE,8,2004-09-00,2004
29,S002228520400178X.xml,True,227,"n, intensity or assignment).ÃƒÂ¢Ã‹Å“Ã¢â‚¬Â Supplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http",http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2004.05.020,https://dx.doi.org/10.1016/j.jms.2004.05.020,200,ACTIVE,79,2004-09-00,2004
30,S002228520400181X.xml,True,227,"17156[17]Guidelines for Evaluating and Expressing the Uncertainty of NIST Measurement Results,ÃƒÂ¢Ã¢â€šÂ¬Ã¯Â¿Â½ NIST Technical Note 1297, 1994. Available from <http",http://physics.nist.gov/cuu/Uncertainty/index.html>,http://physics.nist.gov/cuu/Uncertainty/index.html,false,10.1016/j.jms.2004.05.014,https://dx.doi.org/10.1016/j.jms.2004.05.014,200,ACTIVE,24,2004-10-00,2004
31,S0022285204001833.xml,True,227,S.McLeodJ. Mol. Spectrosc.2072001287(DiRef: http,http://diref.uwaterloo.ca),http://diref.uwaterloo.ca,false,10.1016/j.jms.2004.05.016,https://dx.doi.org/10.1016/j.jms.2004.05.016,200,ACTIVE,6,2004-09-00,2004
32,S0022285204001869.xml,True,227, are marked by ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œBL D2OÃƒÂ¢Ã¢â€šÂ¬Ã¯Â¿Â½.ÃƒÂ¢Ã‹Å“Ã¢â‚¬Â Supplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2004.06.002,https://dx.doi.org/10.1016/j.jms.2004.06.002,200,ACTIVE,11,2004-10-00,2004
33,S0022285204001894.xml,True,227,Background data tableÃƒÂ¢Ã‹Å“Ã¢â‚¬Â Supplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2004.06.005,https://dx.doi.org/10.1016/j.jms.2004.06.005,200,ACTIVE,4,2004-10-00,2004
34,S0022285204001912.xml,True,227,001757[2]An actualized list of molecules detected in astronomical sources can be found at the web page of the Cologne Database for Molecular Spectroscopy. http,http://www.ph1.uni-koeln.de/vorhersagen/,http://www.ph1.uni-koeln.de/vorhersagen,false,10.1016/j.jms.2004.06.007,https://dx.doi.org/10.1016/j.jms.2004.06.007,200,ACTIVE,4,2004-10-00,2004
35,S0022285204000384.xml,True,228,1983Los Alamos National LaboratoryLos Alamos[27]Supplementary data can be found in the JMS electronic archive. Available from http,http://www.apnet.com/www/journal/ms.htm,http://www.apnet.com/www/journal/ms.htm,false,10.1016/j.jms.2004.02.001,https://dx.doi.org/10.1016/j.jms.2004.02.001,200,ACTIVE,6,2004-12-00,2004
36,S0022285204000384.xml,True,228,:www.apnet.comwwwjournalms.htm or http,http://msa.lib.ohio-state.edu/jmsa_hp.htm,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2004.02.001,https://dx.doi.org/10.1016/j.jms.2004.02.001,200,ACTIVE,6,2004-12-00,2004
37,S0022285204000724.xml,True,228," at once. The resulting flexible computer programs allow then the spectroscopist to concentrate on physical considerations.All our results, as well as the programs implementing the formalism are freely available at the Web page: http",http://www.u-bourgogne.fr/LPUB/shTDS.html,http://www.u-bourgogne.fr/LPUB/shTDS.html,false,10.1016/j.jms.2004.02.022,https://dx.doi.org/10.1016/j.jms.2004.02.022,302,ACTIVE,64,2004-12-00,2004
38,S0022285204000724.xml,True,228,Environ. Chem. Lett120038691[82]See http,http://www.u-bourgogne.fr/LPUB/shTDS.html,http://www.u-bourgogne.fr/LPUB/shTDS.html,false,10.1016/j.jms.2004.02.022,https://dx.doi.org/10.1016/j.jms.2004.02.022,302,ACTIVE,64,2004-12-00,2004
39,S0022285204000773.xml,True,228,Molecular Symmetry and Spectroscopysecond ed.1998NRC Research PressOttawahttp,http://www.monographs.nrc.ca/cgi-bin/cisti/journals/rp/rp2_book_e?mlist1_90,http://www.monographs.nrc.ca/cgi-bin/cisti/journals/rp/rp2_book_e?mlist1_90,false,10.1016/j.jms.2004.02.027,https://dx.doi.org/10.1016/j.jms.2004.02.027,"(['error code: ', <class 'requests.exceptions.ConnectionError'>, ])",BROKEN,2,2004-12-00,2004
40,S0022285204001316.xml,True,228,"[25]D.F. Plusquellic, User Guide to the Jb95 Spectral Fitting Program (version 2.00.3). National Institute of Standards and Technology, Gaithersburg, MD (2002). Available from http",http://physics.nist.gov/jb95.,http://physics.nist.gov/jb95,false,10.1016/j.jms.2004.04.002,https://dx.doi.org/10.1016/j.jms.2004.04.002,404,BROKEN,3,2004-12-00,2004
41,S0022285204001341.xml,True,228,18119976777[10]The jb95 spectral fitting program can be downloaded from the following NIST web address: http,http://physics.nist.gov/Divisions/Div844/facilities/uvs/jb95userguide.htm,http://physics.nist.gov/Divisions/Div844/facilities/uvs/jb95userguide.htm,false,10.1016/j.jms.2004.04.004,https://dx.doi.org/10.1016/j.jms.2004.04.004,404,BROKEN,5,2004-12-00,2004
42,S0022285204001365.xml,True,228,Background data tableÃƒÂ¢Ã‹Å“Ã¢â‚¬Â Supplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2004.04.008,https://dx.doi.org/10.1016/j.jms.2004.04.008,200,ACTIVE,4,2004-12-00,2004
43,S0022285204001377.xml,True,228,Background data tableÃƒÂ¢Ã‹Å“Ã¢â‚¬Â Supplementary data for this article are available on Science Direct (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2004.04.011,https://dx.doi.org/10.1016/j.jms.2004.04.011,200,ACTIVE,2,2004-12-00,2004
44,S0022285204001389.xml,True,228,Background data tableÃƒÂ¢Ã‹Å“Ã¢â‚¬Â Supplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2004.04.009,https://dx.doi.org/10.1016/j.jms.2004.04.009,200,ACTIVE,9,2004-12-00,2004
45,S0022285204001389.xml,True,228,phys3702001L49L52[15]The Cologne Database for Molecular Spectroscopy can be accessed free of charge at http,http://www.cdms.de/,http://www.cdms.de,false,10.1016/j.jms.2004.04.009,https://dx.doi.org/10.1016/j.jms.2004.04.009,200,ACTIVE,9,2004-12-00,2004
46,S0022285204001390.xml,True,228,"l Properties of Fluid Systems in NIST Chemistry WebBook, in: P.J. Linstrom, W.G. Mallard (Eds.), NIST Standard Reference Database Number 69, March 2003, National Institute of Standards and Technology, Gaithersburg MD, 20899. Available from <http",http://www.webbook.nist.gov>,http://www.webbook.nist.gov,false,10.1016/j.jms.2004.04.010,https://dx.doi.org/10.1016/j.jms.2004.04.010,"(['error code: ', <class 'requests.exceptions.ConnectionError'>, ])",BROKEN,22,2004-12-00,2004
47,S0022285204001419.xml,True,228,1ÃƒÂ¢Ã‹â€ Ã¢â‚¬â„¢ÃƒÅ½Ã‚Â½1 band of 34SF6 appears to have a very narrow structure that could not be rotationally resolved under the present experimental conditions. All analyses have been performed thanks to the HTDS program suite (http,http://www.u-bourgogne.fr/LPUB/hTDS.html),http://www.u-bourgogne.fr/LPUB/hTDS.html,false,10.1016/j.jms.2004.04.006,https://dx.doi.org/10.1016/j.jms.2004.04.006,302,ACTIVE,12,2004-12-00,2004
48,S0022285204001419.xml,True,228,isotopomer by studying its ÃƒÅ½Ã‚Â½2 and ÃƒÅ½Ã‚Â½5 Raman-active fundamentals.The HTDS software [18] used to perform the present analyses can be freely downloaded though the World Wide Web at the URL: http,http://www.u-bourgogne.fr/LPUB/shTDS.html,http://www.u-bourgogne.fr/LPUB/shTDS.html,false,10.1016/j.jms.2004.04.006,https://dx.doi.org/10.1016/j.jms.2004.04.006,302,ACTIVE,12,2004-12-00,2004
49,S0022285204001481.xml,True,228,Background data tableÃƒÂ¢Ã‹Å“Ã¢â‚¬Â Supplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2004.04.014,https://dx.doi.org/10.1016/j.jms.2004.04.014,200,ACTIVE,20,2004-12-00,2004
50,S0022285204001481.xml,True,228,Astrophys. J. (Supp.)1282000371385[41]AIP document number E-PAPS: E-JCPSA-106-4618 available at: <http,http://www.aip.org/epaps/epaps.html>,http://www.aip.org/epaps/epaps.html,false,10.1016/j.jms.2004.04.014,https://dx.doi.org/10.1016/j.jms.2004.04.014,404,BROKEN,20,2004-12-00,2004
51,S0022285204001481.xml,True,228,46184639[43]See AIP document number E-PAPS: E-JCPSA-106-4618 for a fortran subroutine to evaluate the PES which may be retrieved from the FTP server: <http,http://www.aip.orgs/epaps/epaps.html>,http://www.aip.orgs/epaps/epaps.html,false,10.1016/j.jms.2004.04.014,https://dx.doi.org/10.1016/j.jms.2004.04.014,"(['error code: ', <class 'requests.exceptions.ConnectionError'>, ])",BROKEN,20,2004-12-00,2004
52,S0022285204001791.xml,True,228,.PickettJ. Mol. Spectrosc1481991371377see also <http,http://spec.jpl.nasa.gov>,http://spec.jpl.nasa.gov,false,10.1016/j.jms.2004.05.012,https://dx.doi.org/10.1016/j.jms.2004.05.012,200,ACTIVE,2,2004-12-00,2004
53,S0022285204001845.xml,True,228,Background data Table 2ÃƒÂ¢Ã‹Å“Ã¢â‚¬Â Supplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2004.05.017,https://dx.doi.org/10.1016/j.jms.2004.05.017,200,ACTIVE,23,2004-12-00,2004
54,S0022285204001948.xml,True,228, H atom).Appendix BSupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2004.06.009,https://dx.doi.org/10.1016/j.jms.2004.06.009,200,ACTIVE,18,2004-11-00,2004
55,S002228520400195X.xml,True,228,.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2004.06.010,https://dx.doi.org/10.1016/j.jms.2004.06.010,200,ACTIVE,4,2004-11-00,2004
56,S002228520400195X.xml,True,228,"d White-type gas cell for the Bruker IFS 120 high resolution FTIR spectrometer. 15th Colloquium on High Resolution Molecular Spectroscopy. Glasgow, Scotland. 8ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“13 September, 1997[5]Available form: <http",http://physics.oulu.fi/irspe/Sivut/cell40-2002.pdf>,http://physics.oulu.fi/irspe/Sivut/cell40-2002.pdf,false,10.1016/j.jms.2004.06.010,https://dx.doi.org/10.1016/j.jms.2004.06.010,404,BROKEN,4,2004-11-00,2004
57,S0022285204001961.xml,True,228,tion time.AppendixSupplementary materialSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2004.06.012,https://dx.doi.org/10.1016/j.jms.2004.06.012,200,ACTIVE,17,2004-11-00,2004
58,S0022285204001973.xml,True,228,of Sciences.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2004.06.011,https://dx.doi.org/10.1016/j.jms.2004.06.011,200,ACTIVE,49,2004-12-00,2004
59,S0022285204001973.xml,True,228,Chimica5520012934[10]Labview <http,http://www.labview.com/>,http://www.labview.com,false,10.1016/j.jms.2004.06.011,https://dx.doi.org/10.1016/j.jms.2004.06.011,200,ACTIVE,49,2004-12-00,2004
60,S0022285204001973.xml,True,228,":www.labview.com> 11500 N Mopac Expwy, Austin, TX 78759-3504[11]Igor Pro <http",http://www.wavemetrics.com>,http://www.wavemetrics.com,false,10.1016/j.jms.2004.06.011,https://dx.doi.org/10.1016/j.jms.2004.06.011,200,ACTIVE,49,2004-12-00,2004
61,S0022285204001973.xml,True,228,J. Mol. Spectrosc.1481991377377Current program versions and JPL catalogue are available from: <http,http://spec.jpl.nasa.gov>,http://spec.jpl.nasa.gov,false,10.1016/j.jms.2004.06.011,https://dx.doi.org/10.1016/j.jms.2004.06.011,200,ACTIVE,49,2004-12-00,2004
62,S0022285204001973.xml,True,228,"Phys. Rev.931954407412[17]Z. Kisiel, PROSPEÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬ï¿½Programs for ROtational SPEctroscopy. Available from: <http",http://info.ifpan.edu.pl/,http://info.ifpan.edu.pl,false,10.1016/j.jms.2004.06.011,https://dx.doi.org/10.1016/j.jms.2004.06.011,200,ACTIVE,49,2004-12-00,2004
63,S0022285204001973.xml,True,228,"J. Comput. Chem.14199313471363[19]A.A. Granovsky, PC-GAMESS program. Available from: <http",http://classic.chem.msu.su/gran/gamess/index.html>,http://classic.chem.msu.su/gran/gamess/index.html,false,10.1016/j.jms.2004.06.011,https://dx.doi.org/10.1016/j.jms.2004.06.011,200,ACTIVE,49,2004-12-00,2004
64,S0022285204001973.xml,True,228,:classic.chem.msu.sugrangamessindex.html>[20]CAAARS program. Available from: <http,http://www.physics.ohio-state.edu/,http://www.physics.ohio-state.edu,false,10.1016/j.jms.2004.06.011,https://dx.doi.org/10.1016/j.jms.2004.06.011,200,ACTIVE,49,2004-12-00,2004
65,S0022285204002073.xml,True,228,nical support.AppendixSupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2004.06.014,https://dx.doi.org/10.1016/j.jms.2004.06.014,200,ACTIVE,16,2004-11-00,2004
66,S0022285204002097.xml,True,228, factors.AppendixSupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2004.06.016,https://dx.doi.org/10.1016/j.jms.2004.06.016,200,ACTIVE,7,2004-11-00,2004
