Column,article,Non_self_referencial_link,volume,pre_link_text,link_text,clean_link_text_not_article,DOI_for_article,linkDOI,citationCount,Date,dateYear
450,S0022285206000907.xml,False,237,ciationJournal of Molecular Spectroscopy 237 (2006) 232-240. doi:10.1016j.jms.2006.04.001journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285223722006232-24023224010.1016j.jms.2006.04.001http,http://dx.doi.org/10.1016/j.jms.2006.04.001doi:10.1016/j.jms.2006.04.001JournalsS300.1,,10.1016/j.jms.2006.04.001,https://dx.doi.org/10.1016/j.jms.2006.04.001,9,2006-06-00,2006
451,S0022285206000920.xml,False,237, StatesJournal of Molecular Spectroscopy 237 (2006) 241-246. doi:10.1016j.jms.2006.04.003journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285223722006241-24624124610.1016j.jms.2006.04.003http,http://dx.doi.org/10.1016/j.jms.2006.04.003doi:10.1016/j.jms.2006.04.003JournalsS300.1,,10.1016/j.jms.2006.04.003,https://dx.doi.org/10.1016/j.jms.2006.04.003,0,2006-06-00,2006
452,S0022285206000932.xml,False,237,sArsineJournal of Molecular Spectroscopy 237 (2006) 247-258. doi:10.1016j.jms.2006.04.004journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285223722006247-25824725810.1016j.jms.2006.04.004http,http://dx.doi.org/10.1016/j.jms.2006.04.004doi:10.1016/j.jms.2006.04.004JournalsS300.1,,10.1016/j.jms.2006.04.004,https://dx.doi.org/10.1016/j.jms.2006.04.004,7,2006-06-00,2006
453,S0022285206000828.xml,False,238,ustRed RectangleJournal of Molecular Spectroscopy 238 (2006) 1-10. doi:10.1016j.jms.2006.03.009journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852238120061-1011010.1016j.jms.2006.03.009http,http://dx.doi.org/10.1016/j.jms.2006.03.009doi:10.1016/j.jms.2006.03.009JournalsS300.1,,10.1016/j.jms.2006.03.009,https://dx.doi.org/10.1016/j.jms.2006.03.009,110,2006-07-00,2006
454,S0022285206000919.xml,False,238,ic parametersJournal of Molecular Spectroscopy 238 (2006) 11-28. doi:10.1016j.jms.2006.04.002journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522381200611-28112810.1016j.jms.2006.04.002http,http://dx.doi.org/10.1016/j.jms.2006.04.002doi:10.1016/j.jms.2006.04.002JournalsS300.1,,10.1016/j.jms.2006.04.002,https://dx.doi.org/10.1016/j.jms.2006.04.002,5,2006-07-00,2006
455,S0022285206001081.xml,False,238,ine positionsJournal of Molecular Spectroscopy 238 (2006) 29-35. doi:10.1016j.jms.2006.04.005journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522381200629-35293510.1016j.jms.2006.04.005http,http://dx.doi.org/10.1016/j.jms.2006.04.005doi:10.1016/j.jms.2006.04.005JournalsS300.1,,10.1016/j.jms.2006.04.005,https://dx.doi.org/10.1016/j.jms.2006.04.005,2,2006-07-00,2006
456,S0022285206001093.xml,False,238,monophosphideJournal of Molecular Spectroscopy 238 (2006) 36-41. doi:10.1016j.jms.2006.04.006journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522381200636-41364110.1016j.jms.2006.04.006http,http://dx.doi.org/10.1016/j.jms.2006.04.006doi:10.1016/j.jms.2006.04.006JournalsS300.1,,10.1016/j.jms.2006.04.006,https://dx.doi.org/10.1016/j.jms.2006.04.006,5,2006-07-00,2006
457,S002228520600110X.xml,False,238,lar constantsJournal of Molecular Spectroscopy 238 (2006) 42-48. doi:10.1016j.jms.2006.04.007journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522381200642-48424810.1016j.jms.2006.04.007http,http://dx.doi.org/10.1016/j.jms.2006.04.007doi:10.1016/j.jms.2006.04.007JournalsS300.1,,10.1016/j.jms.2006.04.007,https://dx.doi.org/10.1016/j.jms.2006.04.007,3,2006-07-00,2006
458,S0022285206001111.xml,False,238,nal constantsJournal of Molecular Spectroscopy 238 (2006) 49-55. doi:10.1016j.jms.2006.04.008journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522381200649-55495510.1016j.jms.2006.04.008http,http://dx.doi.org/10.1016/j.jms.2006.04.008doi:10.1016/j.jms.2006.04.008JournalsS300.1,,10.1016/j.jms.2006.04.008,https://dx.doi.org/10.1016/j.jms.2006.04.008,3,2006-07-00,2006
459,S0022285206001184.xml,False,238,ities (SASSI)Journal of Molecular Spectroscopy 238 (2006) 56-63. doi:10.1016j.jms.2006.04.009journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522381200656-63566310.1016j.jms.2006.04.009http,http://dx.doi.org/10.1016/j.jms.2006.04.009doi:10.1016/j.jms.2006.04.009JournalsS300.1,,10.1016/j.jms.2006.04.009,https://dx.doi.org/10.1016/j.jms.2006.04.009,4,2006-07-00,2006
460,S0022285206001196.xml,False,238,ractionMatrixJournal of Molecular Spectroscopy 238 (2006) 64-71. doi:10.1016j.jms.2006.04.010journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522381200664-71647110.1016j.jms.2006.04.010http,http://dx.doi.org/10.1016/j.jms.2006.04.010doi:10.1016/j.jms.2006.04.010JournalsS300.1,,10.1016/j.jms.2006.04.010,https://dx.doi.org/10.1016/j.jms.2006.04.010,5,2006-07-00,2006
461,S0022285206001202.xml,False,238,oron-11Journal of Molecular Spectroscopy 238 (2006) 135-144. doi:10.1016j.jms.2006.04.012journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285223822006135-14413514410.1016j.jms.2006.04.012http,http://dx.doi.org/10.1016/j.jms.2006.04.012doi:10.1016/j.jms.2006.04.012JournalsS300.1,,10.1016/j.jms.2006.04.012,https://dx.doi.org/10.1016/j.jms.2006.04.012,4,2006-08-00,2006
462,S0022285206001214.xml,False,238,zczÃƒÆ’Ã‚Â³Ãƒâ€¦Ã¢â‚¬Å¡kowskiJournal of Molecular Spectroscopy 238 (2006) 72-78. doi:10.1016j.jms.2006.04.011journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522381200672-78727810.1016j.jms.2006.04.011http,http://dx.doi.org/10.1016/j.jms.2006.04.011doi:10.1016/j.jms.2006.04.011JournalsS300.1,,10.1016/j.jms.2006.04.011,https://dx.doi.org/10.1016/j.jms.2006.04.011,3,2006-07-00,2006
463,S0022285206001226.xml,False,238,sectionJournal of Molecular Spectroscopy 238 (2006) 168-177. doi:10.1016j.jms.2006.04.013journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285223822006168-17716817710.1016j.jms.2006.04.013http,http://dx.doi.org/10.1016/j.jms.2006.04.013doi:10.1016/j.jms.2006.04.013JournalsS300.1,,10.1016/j.jms.2006.04.013,https://dx.doi.org/10.1016/j.jms.2006.04.013,12,2006-08-00,2006
464,S0022285206001238.xml,False,238,ic topsJournal of Molecular Spectroscopy 238 (2006) 145-157. doi:10.1016j.jms.2006.04.014journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285223822006145-15714515710.1016j.jms.2006.04.014http,http://dx.doi.org/10.1016/j.jms.2006.04.014doi:10.1016/j.jms.2006.04.014JournalsS300.1,,10.1016/j.jms.2006.04.014,https://dx.doi.org/10.1016/j.jms.2006.04.014,1,2006-08-00,2006
465,S002228520600124X.xml,False,238,nal energy levelsJournal of Molecular Spectroscopy 238 (2006) 79-90. doi:10.1016j.jms.2006.04.015journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© unknown. Published by Elsevier Inc.Elsevier Inc.0022-28522381200679-90799010.1016j.jms.2006.04.015http,http://dx.doi.org/10.1016/j.jms.2006.04.015doi:10.1016/j.jms.2006.04.015JournalsS300.1,,10.1016/j.jms.2006.04.015,https://dx.doi.org/10.1016/j.jms.2006.04.015,7,2006-07-00,2006
466,S0022285206001251.xml,False,238,requency scanJournal of Molecular Spectroscopy 238 (2006) 91-97. doi:10.1016j.jms.2006.04.016journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522381200691-97919710.1016j.jms.2006.04.016http,http://dx.doi.org/10.1016/j.jms.2006.04.016doi:10.1016/j.jms.2006.04.016JournalsS300.1,,10.1016/j.jms.2006.04.016,https://dx.doi.org/10.1016/j.jms.2006.04.016,10,2006-07-00,2006
467,S0022285206001263.xml,False,238,anideCH3CNJournal of Molecular Spectroscopy 238 (2006) 98-107. doi:10.1016j.jms.2006.04.017journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522381200698-1079810710.1016j.jms.2006.04.017http,http://dx.doi.org/10.1016/j.jms.2006.04.017doi:10.1016/j.jms.2006.04.017JournalsS300.1,,10.1016/j.jms.2006.04.017,https://dx.doi.org/10.1016/j.jms.2006.04.017,11,2006-07-00,2006
468,S0022285206001378.xml,False,238,lecular Spectroscopy 238 (2006) 127-134. doi:10.1016j.jms.2006.04.018journalJournal of Molecular SpectroscopyCrown Copyright Ãƒâ€šÃ‚Â© 2006. Published by Elsevier Inc. All rights reserved.Elsevier Inc.0022-285223812006127-13412713410.1016j.jms.2006.04.018http,http://dx.doi.org/10.1016/j.jms.2006.04.018doi:10.1016/j.jms.2006.04.018JournalsS300.1,,10.1016/j.jms.2006.04.018,https://dx.doi.org/10.1016/j.jms.2006.04.018,1,2006-07-00,2006
469,S002228520600138X.xml,False,238,tabasesJournal of Molecular Spectroscopy 238 (2006) 108-117. doi:10.1016j.jms.2006.04.019journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285223812006108-11710811710.1016j.jms.2006.04.019http,http://dx.doi.org/10.1016/j.jms.2006.04.019doi:10.1016/j.jms.2006.04.019JournalsS300.1,,10.1016/j.jms.2006.04.019,https://dx.doi.org/10.1016/j.jms.2006.04.019,6,2006-07-00,2006
470,S0022285206001391.xml,False,238, levelsJournal of Molecular Spectroscopy 238 (2006) 118-126. doi:10.1016j.jms.2006.04.020journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285223812006118-12611812610.1016j.jms.2006.04.020http,http://dx.doi.org/10.1016/j.jms.2006.04.020doi:10.1016/j.jms.2006.04.020JournalsS300.1,,10.1016/j.jms.2006.04.020,https://dx.doi.org/10.1016/j.jms.2006.04.020,26,2006-07-00,2006
471,S0022285206001445.xml,False,238,roscopyJournal of Molecular Spectroscopy 238 (2006) 158-167. doi:10.1016j.jms.2006.05.001journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285223822006158-16715816710.1016j.jms.2006.05.001http,http://dx.doi.org/10.1016/j.jms.2006.05.001doi:10.1016/j.jms.2006.05.001JournalsS300.1,,10.1016/j.jms.2006.05.001,https://dx.doi.org/10.1016/j.jms.2006.05.001,14,2006-08-00,2006
472,S0022285206001457.xml,False,238, parametersJournal of Molecular Spectroscopy 238 (2006) 178-192. doi:10.1016j.jms.2006.04.021journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© unknown. Published by Elsevier Inc.Elsevier Inc.0022-285223822006178-19217819210.1016j.jms.2006.04.021http,http://dx.doi.org/10.1016/j.jms.2006.04.021doi:10.1016/j.jms.2006.04.021JournalsS300.1,,10.1016/j.jms.2006.04.021,https://dx.doi.org/10.1016/j.jms.2006.04.021,15,2006-08-00,2006
473,S0022285206001469.xml,False,238,oefficientsJournal of Molecular Spectroscopy 238 (2006) 193-199. doi:10.1016j.jms.2006.05.002journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© unknown. Published by Elsevier Inc.Elsevier Inc.0022-285223822006193-19919319910.1016j.jms.2006.05.002http,http://dx.doi.org/10.1016/j.jms.2006.05.002doi:10.1016/j.jms.2006.05.002JournalsS300.1,,10.1016/j.jms.2006.05.002,https://dx.doi.org/10.1016/j.jms.2006.05.002,9,2006-08-00,2006
474,S0022285206001470.xml,False,238,pectroscopyJournal of Molecular Spectroscopy 238 (2006) 200-212. doi:10.1016j.jms.2006.05.003journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© unknown. Published by Elsevier Inc.Elsevier Inc.0022-285223822006200-21220021210.1016j.jms.2006.05.003http,http://dx.doi.org/10.1016/j.jms.2006.05.003doi:10.1016/j.jms.2006.05.003JournalsS300.1,,10.1016/j.jms.2006.05.003,https://dx.doi.org/10.1016/j.jms.2006.05.003,38,2006-08-00,2006
475,S0022285206001482.xml,False,238,roscopyJournal of Molecular Spectroscopy 238 (2006) 213-223. doi:10.1016j.jms.2006.05.005journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285223822006213-22321322310.1016j.jms.2006.05.005http,http://dx.doi.org/10.1016/j.jms.2006.05.005doi:10.1016/j.jms.2006.05.005JournalsS300.1,,10.1016/j.jms.2006.05.005,https://dx.doi.org/10.1016/j.jms.2006.05.005,5,2006-08-00,2006
476,S0022285206001494.xml,False,238,erHot bandsJournal of Molecular Spectroscopy 238 (2006) 256-259. doi:10.1016j.jms.2006.05.004journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© unknown. Published by Elsevier Inc.Elsevier Inc.0022-285223822006256-25925625910.1016j.jms.2006.05.004http,http://dx.doi.org/10.1016/j.jms.2006.05.004doi:10.1016/j.jms.2006.05.004JournalsS300.1,,10.1016/j.jms.2006.05.004,https://dx.doi.org/10.1016/j.jms.2006.05.004,8,2006-08-00,2006
477,S0022285206001500.xml,False,238,ltonianJournal of Molecular Spectroscopy 238 (2006) 260-263. doi:10.1016j.jms.2006.05.006journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285223822006260-26326026310.1016j.jms.2006.05.006http,http://dx.doi.org/10.1016/j.jms.2006.05.006doi:10.1016/j.jms.2006.05.006JournalsS300.1,,10.1016/j.jms.2006.05.006,https://dx.doi.org/10.1016/j.jms.2006.05.006,4,2006-08-00,2006
478,S0022285206001615.xml,False,238,roscopyJournal of Molecular Spectroscopy 238 (2006) 224-233. doi:10.1016j.jms.2006.05.007journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285223822006224-23322423310.1016j.jms.2006.05.007http,http://dx.doi.org/10.1016/j.jms.2006.05.007doi:10.1016/j.jms.2006.05.007JournalsS300.1,,10.1016/j.jms.2006.05.007,https://dx.doi.org/10.1016/j.jms.2006.05.007,3,2006-08-00,2006
479,S0022285206001627.xml,False,238,NHCH2PHJournal of Molecular Spectroscopy 238 (2006) 234-240. doi:10.1016j.jms.2006.05.008journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285223822006234-24023424010.1016j.jms.2006.05.008http,http://dx.doi.org/10.1016/j.jms.2006.05.008doi:10.1016/j.jms.2006.05.008JournalsS300.1,,10.1016/j.jms.2006.05.008,https://dx.doi.org/10.1016/j.jms.2006.05.008,3,2006-08-00,2006
480,S0022285206001639.xml,False,238,ltonianJournal of Molecular Spectroscopy 238 (2006) 241-255. doi:10.1016j.jms.2006.05.009journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285223822006241-25524125510.1016j.jms.2006.05.009http,http://dx.doi.org/10.1016/j.jms.2006.05.009doi:10.1016/j.jms.2006.05.009JournalsS300.1,,10.1016/j.jms.2006.05.009,https://dx.doi.org/10.1016/j.jms.2006.05.009,43,2006-08-00,2006
481,S0022285206001640.xml,False,238,nchemelJournal of Molecular Spectroscopy 238 (2006) 264-266. doi:10.1016j.jms.2006.05.010journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285223822006264-26626426610.1016j.jms.2006.05.010http,http://dx.doi.org/10.1016/j.jms.2006.05.010doi:10.1016/j.jms.2006.05.010JournalsS300.1,,10.1016/j.jms.2006.05.010,https://dx.doi.org/10.1016/j.jms.2006.05.010,0,2006-08-00,2006
482,S0022285206001652.xml,False,239,te sensingHITRANJournal of Molecular Spectroscopy 239 (2006) 1-10. doi:10.1016j.jms.2006.05.013journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852239120061-1011010.1016j.jms.2006.05.013http,http://dx.doi.org/10.1016/j.jms.2006.05.013doi:10.1016/j.jms.2006.05.013JournalsS300.1,,10.1016/j.jms.2006.05.013,https://dx.doi.org/10.1016/j.jms.2006.05.013,10,2006-09-00,2006
483,S0022285206001664.xml,False,239, interferenceJournal of Molecular Spectroscopy 239 (2006) 11-15. doi:10.1016j.jms.2006.05.012journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522391200611-15111510.1016j.jms.2006.05.012http,http://dx.doi.org/10.1016/j.jms.2006.05.012doi:10.1016/j.jms.2006.05.012JournalsS300.1,,10.1016/j.jms.2006.05.012,https://dx.doi.org/10.1016/j.jms.2006.05.012,6,2006-09-00,2006
484,S0022285206001676.xml,False,239,istic effectsJournal of Molecular Spectroscopy 239 (2006) 16-23. doi:10.1016j.jms.2006.05.011journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522391200616-23162310.1016j.jms.2006.05.011http,http://dx.doi.org/10.1016/j.jms.2006.05.011doi:10.1016/j.jms.2006.05.011JournalsS300.1,,10.1016/j.jms.2006.05.011,https://dx.doi.org/10.1016/j.jms.2006.05.011,3,2006-09-00,2006
485,S0022285206001688.xml,False,239,ree jetsArgonJournal of Molecular Spectroscopy 239 (2006) 24-28. doi:10.1016j.jms.2006.05.014journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522391200624-28242810.1016j.jms.2006.05.014http,http://dx.doi.org/10.1016/j.jms.2006.05.014doi:10.1016/j.jms.2006.05.014JournalsS300.1,,10.1016/j.jms.2006.05.014,https://dx.doi.org/10.1016/j.jms.2006.05.014,4,2006-09-00,2006
486,S002228520600169X.xml,False,239,edistributionJournal of Molecular Spectroscopy 239 (2006) 29-40. doi:10.1016j.jms.2006.05.015journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522391200629-40294010.1016j.jms.2006.05.015http,http://dx.doi.org/10.1016/j.jms.2006.05.015doi:10.1016/j.jms.2006.05.015JournalsS300.1,,10.1016/j.jms.2006.05.015,https://dx.doi.org/10.1016/j.jms.2006.05.015,8,2006-09-00,2006
487,S0022285206001706.xml,False,239,etyleneJournal of Molecular Spectroscopy 239 (2006) 101-107. doi:10.1016j.jms.2006.05.020journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285223912006101-10710110710.1016j.jms.2006.05.020http,http://dx.doi.org/10.1016/j.jms.2006.05.020doi:10.1016/j.jms.2006.05.020JournalsS300.1,,10.1016/j.jms.2006.05.020,https://dx.doi.org/10.1016/j.jms.2006.05.020,12,2006-09-00,2006
488,S0022285206001718.xml,False,239, spectroscopyJournal of Molecular Spectroscopy 239 (2006) 41-50. doi:10.1016j.jms.2006.05.016journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522391200641-50415010.1016j.jms.2006.05.016http,http://dx.doi.org/10.1016/j.jms.2006.05.016doi:10.1016/j.jms.2006.05.016JournalsS300.1,,10.1016/j.jms.2006.05.016,https://dx.doi.org/10.1016/j.jms.2006.05.016,2,2006-09-00,2006
489,S002228520600172X.xml,False,239,rnal rotationJournal of Molecular Spectroscopy 239 (2006) 51-58. doi:10.1016j.jms.2006.05.017journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522391200651-58515810.1016j.jms.2006.05.017http,http://dx.doi.org/10.1016/j.jms.2006.05.017doi:10.1016/j.jms.2006.05.017JournalsS300.1,,10.1016/j.jms.2006.05.017,https://dx.doi.org/10.1016/j.jms.2006.05.017,11,2006-09-00,2006
490,S0022285206001731.xml,False,239,ide14NF315NF3Journal of Molecular Spectroscopy 239 (2006) 59-63. doi:10.1016j.jms.2006.05.018journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522391200659-63596310.1016j.jms.2006.05.018http,http://dx.doi.org/10.1016/j.jms.2006.05.018doi:10.1016/j.jms.2006.05.018JournalsS300.1,,10.1016/j.jms.2006.05.018,https://dx.doi.org/10.1016/j.jms.2006.05.018,4,2006-09-00,2006
491,S0022285206001743.xml,False,239,turePhosphineJournal of Molecular Spectroscopy 239 (2006) 64-70. doi:10.1016j.jms.2006.05.019journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522391200664-70647010.1016j.jms.2006.05.019http,http://dx.doi.org/10.1016/j.jms.2006.05.019doi:10.1016/j.jms.2006.05.019JournalsS300.1,,10.1016/j.jms.2006.05.019,https://dx.doi.org/10.1016/j.jms.2006.05.019,9,2006-09-00,2006
492,S0022285206001755.xml,False,239,ergy clustersJournal of Molecular Spectroscopy 239 (2006) 71-87. doi:10.1016j.jms.2006.06.001journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522391200671-87718710.1016j.jms.2006.06.001http,http://dx.doi.org/10.1016/j.jms.2006.06.001doi:10.1016/j.jms.2006.06.001JournalsS300.1,,10.1016/j.jms.2006.06.001,https://dx.doi.org/10.1016/j.jms.2006.06.001,20,2006-09-00,2006
493,S0022285206001767.xml,False,239,TorsionJournal of Molecular Spectroscopy 239 (2006) 135-145. doi:10.1016j.jms.2006.06.002journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285223922006135-14513514510.1016j.jms.2006.06.002http,http://dx.doi.org/10.1016/j.jms.2006.06.002doi:10.1016/j.jms.2006.06.002JournalsS300.1,,10.1016/j.jms.2006.06.002,https://dx.doi.org/10.1016/j.jms.2006.06.002,3,2006-10-00,2006
494,S0022285206001779.xml,False,239,ole momentJournal of Molecular Spectroscopy 239 (2006) 94-100. doi:10.1016j.jms.2006.06.003journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522391200694-1009410010.1016j.jms.2006.06.003http,http://dx.doi.org/10.1016/j.jms.2006.06.003doi:10.1016/j.jms.2006.06.003JournalsS300.1,,10.1016/j.jms.2006.06.003,https://dx.doi.org/10.1016/j.jms.2006.06.003,0,2006-09-00,2006
495,S0022285206001871.xml,False,239,ouplingJournal of Molecular Spectroscopy 239 (2006) 108-114. doi:10.1016j.jms.2006.06.004journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285223912006108-11410811410.1016j.jms.2006.06.004http,http://dx.doi.org/10.1016/j.jms.2006.06.004doi:10.1016/j.jms.2006.06.004JournalsS300.1,,10.1016/j.jms.2006.06.004,https://dx.doi.org/10.1016/j.jms.2006.06.004,3,2006-09-00,2006
496,S0022285206001883.xml,False,239,osilaneJournal of Molecular Spectroscopy 239 (2006) 115-125. doi:10.1016j.jms.2006.06.005journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285223912006115-12511512510.1016j.jms.2006.06.005http,http://dx.doi.org/10.1016/j.jms.2006.06.005doi:10.1016/j.jms.2006.06.005JournalsS300.1,,10.1016/j.jms.2006.06.005,https://dx.doi.org/10.1016/j.jms.2006.06.005,0,2006-09-00,2006
497,S0022285206001895.xml,False,239,. LegonJournal of Molecular Spectroscopy 239 (2006) 126-129. doi:10.1016j.jms.2006.06.006journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285223912006126-12912612910.1016j.jms.2006.06.006http,http://dx.doi.org/10.1016/j.jms.2006.06.006doi:10.1016/j.jms.2006.06.006JournalsS300.1,,10.1016/j.jms.2006.06.006,https://dx.doi.org/10.1016/j.jms.2006.06.006,1,2006-09-00,2006
498,S0022285206001974.xml,False,239, calculationsJournal of Molecular Spectroscopy 239 (2006) 88-93. doi:10.1016j.jms.2006.06.007journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522391200688-93889310.1016j.jms.2006.06.007http,http://dx.doi.org/10.1016/j.jms.2006.06.007doi:10.1016/j.jms.2006.06.007JournalsS300.1,,10.1016/j.jms.2006.06.007,https://dx.doi.org/10.1016/j.jms.2006.06.007,2,2006-09-00,2006
499,S0022285206001986.xml,False,239,g HuangJournal of Molecular Spectroscopy 239 (2006) 130-133. doi:10.1016j.jms.2006.06.008journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2006 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285223912006130-13313013310.1016j.jms.2006.06.008http,http://dx.doi.org/10.1016/j.jms.2006.06.008doi:10.1016/j.jms.2006.06.008JournalsS300.1,,10.1016/j.jms.2006.06.008,https://dx.doi.org/10.1016/j.jms.2006.06.008,1,2006-09-00,2006
